   8.64658,   5.23205,   1.00000
   7.15043,   3.66482,   1.00000
   5.44272,   7.88816,   1.00000
   5.44020,   6.53084,   1.00000
   7.09103,   4.62130,   1.00000
   7.31631,   4.20561,   1.00000
   9.91872,   3.63874,   1.00000
   7.84707,   4.04892,   1.00000
   8.18341,   2.86092,   1.00000
   8.94785,   5.55888,   1.00000
   8.71858,   6.93165,   1.00000
   6.72093,   5.80630,   1.00000
  11.04853,   3.87211,   1.00000
   4.83135,   3.78729,   1.00000
  10.30135,   4.56434,   1.00000
   9.54533,   2.91465,   1.00000
  12.23101,   6.80092,   1.00000
   5.72651,   6.55843,   1.00000
   4.78410,   2.84308,   1.00000
   7.76769,   2.16562,   1.00000
   5.67934,   2.16909,   1.00000
   9.12278,   5.74426,   1.00000
   7.97000,   3.94928,   1.00000
   9.15943,   2.07245,   1.00000
   7.40323,   5.41845,   1.00000
   9.95890,   4.68125,   1.00000
   8.90812,   5.77273,   1.00000
   8.69502,   6.10470,   1.00000
  11.26481,   6.16068,   1.00000
  10.27545,   3.42441,   1.00000
   6.92812,   8.81612,   1.00000
   6.39197,   0.91519,   1.00000
   9.96714,   2.14294,   1.00000
   7.75262,   3.99723,   1.00000
   7.27321,   4.66902,   1.00000
   9.27566,   0.36297,   1.00000
   8.74466,   6.87449,   1.00000
   7.59731,   4.59147,   1.00000
   8.37341,   5.46571,   1.00000
   6.88189,   1.32943,   1.00000
   5.51898,   3.32514,   1.00000
   9.43577,   6.53942,   1.00000
   9.35102,   4.24623,   1.00000
   2.37903,   9.37095,   1.00000
   5.55011,   3.85590,   1.00000
  10.85872,   4.74399,   1.00000
   7.90704,   6.15564,   1.00000
   8.37113,   6.89464,   1.00000
   4.17214,   5.99680,   1.00000
   7.16273,   4.40230,   1.00000
   9.68406,   3.90448,   1.00000
   6.89047,   4.48870,   1.00000
   9.21667,   6.38557,   1.00000
   9.16081,   4.16718,   1.00000
   5.69720,   3.71855,   1.00000
   6.32991,   6.10647,   1.00000
   5.39474,   7.29065,   1.00000
  12.02070,   2.48313,   1.00000
   5.38457,   5.33887,   1.00000
   7.75944,   6.81724,   1.00000
   7.20314,   6.49474,   1.00000
   9.97382,   3.79353,   1.00000
   8.63863,   3.35298,   1.00000
   5.52710,   4.93960,   1.00000
   8.76681,   5.33421,   1.00000
   9.18590,   6.05893,   1.00000
   9.05049,   6.39332,   1.00000
  10.23631,   8.01447,   1.00000
   7.91843,   6.20384,   1.00000
  11.97323,   4.39025,   1.00000
   8.97064,   8.74610,   1.00000
   8.40125,   5.83730,   1.00000
   6.15250,   5.25395,   1.00000
   8.49276,   5.40417,   1.00000
  10.50202,   6.55978,   1.00000
   7.95937,   5.02229,   1.00000
   7.57905,   4.58192,   1.00000
   5.62767,   6.09636,   1.00000
   6.15238,   4.95554,   1.00000
   6.21232,   7.74879,   1.00000
   8.38486,   7.75325,   1.00000
   7.81203,   3.32451,   1.00000
   5.26897,   4.46325,   1.00000
   7.59580,   3.11784,   1.00000
   7.22257,   3.52901,   1.00000
   8.81631,   5.59957,   1.00000
   6.95070,   9.93226,   1.00000
   6.07209,   5.19088,   1.00000
   4.87451,   3.20937,   1.00000
   9.38729,   6.27215,   1.00000
   6.23675,   6.13148,   1.00000
   8.60784,   4.57311,   1.00000
   7.88260,   3.66384,   1.00000
   8.10599,   5.60453,   1.00000
  10.61120,   5.70619,   1.00000
   5.19389,   1.80927,   1.00000
   5.39825,   4.94342,   1.00000
   7.80079,   6.73885,   1.00000
   7.22098,   5.04276,   1.00000
  12.49178,   2.18769,   1.00000
   4.17499,   5.32437,   1.00000
   6.20960,   4.35675,   1.00000
   8.32778,   4.81383,   1.00000
   8.72236,   6.44224,   1.00000
   4.93056,   6.96146,   1.00000
   8.24382,   3.47291,   1.00000
   5.09066,   3.06892,   1.00000
   6.12601,   4.33531,   1.00000
   6.69919,   6.99625,   1.00000
   8.83798,   6.64623,   1.00000
   7.45791,   3.78727,   1.00000
   9.74708,   4.87961,   1.00000
   6.15636,   4.43871,   1.00000
   9.01360,   2.84030,   1.00000
   8.72344,   6.00972,   1.00000
   6.63901,   6.51640,   1.00000
   8.37178,   5.81282,   1.00000
   7.38673,   7.05488,   1.00000
   7.91210,   4.52914,   1.00000
   5.92903,   6.37733,   1.00000
   8.02370,   5.33611,   1.00000
   8.52715,   2.79112,   1.00000
   6.62311,   3.44654,   1.00000
   9.25118,   7.76541,   1.00000
   6.58839,   4.52970,   1.00000
  11.29327,   3.10875,   1.00000
   8.42805,   5.15812,   1.00000
   8.07383,   6.84354,   1.00000
   6.47249,   5.98752,   1.00000
   8.84777,   2.61379,   1.00000
   8.23533,   7.39237,   1.00000
   8.43698,   5.41388,   1.00000
   5.36304,   3.65183,   1.00000
   8.30702,   4.72124,   1.00000
   7.79295,   3.59126,   1.00000
   6.84178,   2.04490,   1.00000
   8.54724,   5.28384,   1.00000
  12.09844,   4.50942,   1.00000
   8.16673,   4.86027,   1.00000
  10.88481,   5.07390,   1.00000
   4.26067,   3.39495,   1.00000
   8.65236,   5.51571,   1.00000
   6.54608,   3.20580,   1.00000
   6.79224,   5.21074,   1.00000
   7.24089,   5.48421,   1.00000
  10.50793,   4.54828,   1.00000
   9.60712,   5.31097,   1.00000
  10.82282,   5.23430,   1.00000
   6.63209,   6.55186,   1.00000
   9.02046,   4.47064,   1.00000
   8.68532,   4.50820,   1.00000
  10.47181,   5.46307,   1.00000
   8.93663,   6.15691,   1.00000
   6.73106,   5.63633,   1.00000
   7.53664,   4.42155,   1.00000
   6.97265,   4.96966,   1.00000
   5.86504,   2.76995,   1.00000
   5.45302,   5.69688,   1.00000
   8.89222,   5.80138,   1.00000
   7.07177,   7.03441,   1.00000
  12.17349,   5.24775,   1.00000
   4.95274,   4.79927,   1.00000
   6.60275,   3.86533,   1.00000
   7.40373,   4.04389,   1.00000
   5.93663,   5.06330,   1.00000
   7.88375,   6.57233,   1.00000
   9.88676,   3.68362,   1.00000
   5.36734,   1.26211,   1.00000
